"","year","borough","desc","count"
"929","2010","","POSSESSION OF STOLEN PROPERTY",16
"930","2010","","RAPE",3
"931","2010","","ROBBERY",72
"932","2010","","SEX CRIMES",15
"933","2010","","THEFT-FRAUD",16
"934","2010","","UNAUTHORIZED USE OF A VEHICLE",4
"935","2010","","VEHICLE AND TRAFFIC LAWS",44
"936","2010","BRONX","",375
"937","2010","BRONX","ADMINISTRATIVE CODE",179
"938","2010","BRONX","ALCOHOLIC BEVERAGE CONTROL LAW",52
"939","2010","BRONX","ANTICIPATORY OFFENSES",2
"940","2010","BRONX","ARSON",397
"941","2010","BRONX","ASSAULT 3 & RELATED OFFENSES",12753
"942","2010","BRONX","BURGLAR'S TOOLS",21
"943","2010","BRONX","BURGLARY",3333
"944","2010","BRONX","CHILD ABANDONMENT/NON SUPPORT",9
"945","2010","BRONX","CRIMINAL MISCHIEF & RELATED OF",10325
"946","2010","BRONX","CRIMINAL TRESPASS",3149
"947","2010","BRONX","DANGEROUS DRUGS",14850
"948","2010","BRONX","DANGEROUS WEAPONS",4414
"949","2010","BRONX","DISORDERLY CONDUCT",49
"950","2010","BRONX","ENDAN WELFARE INCOMP",1
"951","2010","BRONX","ESCAPE 3",7
"952","2010","BRONX","FELONY ASSAULT",4472
"953","2010","BRONX","FORGERY",736
"954","2010","BRONX","FRAUDS",515
"955","2010","BRONX","FRAUDULENT ACCOSTING",7
"956","2010","BRONX","GAMBLING",70
"957","2010","BRONX","GRAND LARCENY",4667
"958","2010","BRONX","GRAND LARCENY OF MOTOR VEHICLE",2158
"959","2010","BRONX","HARRASSMENT 2",12161
"960","2010","BRONX","HOMICIDE-NEGLIGENT-VEHICLE",3
"961","2010","BRONX","INTOXICATED & IMPAIRED DRIVING",991
"962","2010","BRONX","INTOXICATED/IMPAIRED DRIVING",1
"963","2010","BRONX","JOSTLING",1
"964","2010","BRONX","KIDNAPPING & RELATED OFFENSES",56
"965","2010","BRONX","LOITERING FOR DRUG PURPOSES",2
"966","2010","BRONX","LOITERING/GAMBLING (CARDS, DIC",1
"967","2010","BRONX","MISCELLANEOUS PENAL LAW",1961
"968","2010","BRONX","NEW YORK CITY HEALTH CODE",1
"969","2010","BRONX","NYS LAWS-UNCLASSIFIED FELONY",134
"970","2010","BRONX","OFF. AGNST PUB ORD SENSBLTY &",6796
"971","2010","BRONX","OFFENSES AGAINST PUBLIC ADMINI",3438
"972","2010","BRONX","OFFENSES AGAINST PUBLIC SAFETY",30
"973","2010","BRONX","OFFENSES AGAINST THE PERSON",352
"974","2010","BRONX","OFFENSES INVOLVING FRAUD",345
"975","2010","BRONX","OFFENSES RELATED TO CHILDREN",27
"976","2010","BRONX","OTHER OFFENSES RELATED TO THEF",215
"977","2010","BRONX","OTHER STATE LAWS",3
"978","2010","BRONX","OTHER STATE LAWS (NON PENAL LA",319
"979","2010","BRONX","PETIT LARCENY",12816
"980","2010","BRONX","PETIT LARCENY OF MOTOR VEHICLE",5
"981","2010","BRONX","POSSESSION OF STOLEN PROPERTY",562
"982","2010","BRONX","PROSTITUTION & RELATED OFFENSES",32
"983","2010","BRONX","RAPE",299
"984","2010","BRONX","ROBBERY",4621
"985","2010","BRONX","SEX CRIMES",997
"986","2010","BRONX","THEFT-FRAUD",747
"987","2010","BRONX","THEFT OF SERVICES",23
"988","2010","BRONX","UNAUTHORIZED USE OF A VEHICLE",198
"989","2010","BRONX","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"990","2010","BRONX","VEHICLE AND TRAFFIC LAWS",2024
"991","2010","BROOKLYN","",463
"992","2010","BROOKLYN","ADMINISTRATIVE CODE",375
"993","2010","BROOKLYN","ADMINISTRATIVE CODES",1
"994","2010","BROOKLYN","ALCOHOLIC BEVERAGE CONTROL LAW",5
"995","2010","BROOKLYN","ANTICIPATORY OFFENSES",4
"996","2010","BROOKLYN","ARSON",520
"997","2010","BROOKLYN","ASSAULT 3 & RELATED OFFENSES",16952
"998","2010","BROOKLYN","BURGLAR'S TOOLS",50
"999","2010","BROOKLYN","BURGLARY",6648
"1000","2010","BROOKLYN","CHILD ABANDONMENT/NON SUPPORT",8
"1001","2010","BROOKLYN","CRIMINAL MISCHIEF & RELATED OF",16028
"1002","2010","BROOKLYN","CRIMINAL TRESPASS",1232
"1003","2010","BROOKLYN","DANGEROUS DRUGS",12182
"1004","2010","BROOKLYN","DANGEROUS WEAPONS",3867
"1005","2010","BROOKLYN","DISORDERLY CONDUCT",56
"1006","2010","BROOKLYN","DISRUPTION OF A RELIGIOUS SERV",1
"1007","2010","BROOKLYN","ENDAN WELFARE INCOMP",3
"1008","2010","BROOKLYN","ESCAPE 3",6
"1009","2010","BROOKLYN","FELONY ASSAULT",5720
"1010","2010","BROOKLYN","FORGERY",1168
"1011","2010","BROOKLYN","FRAUDS",832
"1012","2010","BROOKLYN","FRAUDULENT ACCOSTING",10
"1013","2010","BROOKLYN","GAMBLING",66
"1014","2010","BROOKLYN","GRAND LARCENY",9893
"1015","2010","BROOKLYN","GRAND LARCENY OF MOTOR VEHICLE",3303
"1016","2010","BROOKLYN","HARRASSMENT 2",17015
"1017","2010","BROOKLYN","HOMICIDE-NEGLIGENT-VEHICLE",4
"1018","2010","BROOKLYN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"1019","2010","BROOKLYN","INTOXICATED & IMPAIRED DRIVING",2202
"1020","2010","BROOKLYN","INTOXICATED/IMPAIRED DRIVING",1
"1021","2010","BROOKLYN","JOSTLING",1
"1022","2010","BROOKLYN","KIDNAPPING & RELATED OFFENSES",83
"1023","2010","BROOKLYN","LOITERING/GAMBLING (CARDS, DIC",9
"1024","2010","BROOKLYN","MISCELLANEOUS PENAL LAW",4303
"1025","2010","BROOKLYN","NEW YORK CITY HEALTH CODE",1
"1026","2010","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",122
"1027","2010","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",8884
"1028","2010","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2777
"1029","2010","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",18
"1030","2010","BROOKLYN","OFFENSES AGAINST THE PERSON",327
"1031","2010","BROOKLYN","OFFENSES INVOLVING FRAUD",274
"1032","2010","BROOKLYN","OFFENSES RELATED TO CHILDREN",36
"1033","2010","BROOKLYN","OTHER OFFENSES RELATED TO THEF",230
"1034","2010","BROOKLYN","OTHER STATE LAWS",7
"1035","2010","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",91
"1036","2010","BROOKLYN","PETIT LARCENY",22656
"1037","2010","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",19
"1038","2010","BROOKLYN","POSSESSION OF STOLEN PROPERTY",766
"1039","2010","BROOKLYN","PROSTITUTION & RELATED OFFENSES",33
"1040","2010","BROOKLYN","RAPE",422
"1041","2010","BROOKLYN","ROBBERY",6639
"1042","2010","BROOKLYN","SEX CRIMES",1784
"1043","2010","BROOKLYN","THEFT-FRAUD",1431
"1044","2010","BROOKLYN","THEFT OF SERVICES",13
"1045","2010","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",398
"1046","2010","BROOKLYN","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1047","2010","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1613
"1048","2010","MANHATTAN","",729
"1049","2010","MANHATTAN","ADMINISTRATIVE CODE",199
"1050","2010","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",14
"1051","2010","MANHATTAN","ANTICIPATORY OFFENSES",4
"1052","2010","MANHATTAN","ARSON",225
"1053","2010","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",10009
"1054","2010","MANHATTAN","BURGLAR'S TOOLS",94
"1055","2010","MANHATTAN","BURGLARY",3161
"1056","2010","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",10
"1057","2010","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",8852
"1058","2010","MANHATTAN","CRIMINAL TRESPASS",2254
"1059","2010","MANHATTAN","DANGEROUS DRUGS",8387
"1060","2010","MANHATTAN","DANGEROUS WEAPONS",2650
"1061","2010","MANHATTAN","DISORDERLY CONDUCT",40
"1062","2010","MANHATTAN","DISRUPTION OF A RELIGIOUS SERV",1
"1063","2010","MANHATTAN","ENDAN WELFARE INCOMP",3
"1064","2010","MANHATTAN","ESCAPE 3",2
"1065","2010","MANHATTAN","FELONY ASSAULT",3105
"1066","2010","MANHATTAN","FORGERY",1476
"1067","2010","MANHATTAN","FORTUNE TELLING",3
"1068","2010","MANHATTAN","FRAUDS",895
"1069","2010","MANHATTAN","FRAUDULENT ACCOSTING",280
"1070","2010","MANHATTAN","GAMBLING",51
"1071","2010","MANHATTAN","GRAND LARCENY",15439
"1072","2010","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",968
"1073","2010","MANHATTAN","HARRASSMENT 2",11545
"1074","2010","MANHATTAN","HOMICIDE-NEGLIGENT-VEHICLE",2
"1075","2010","MANHATTAN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"1076","2010","MANHATTAN","INTOXICATED & IMPAIRED DRIVING",1631
"1077","2010","MANHATTAN","INTOXICATED/IMPAIRED DRIVING",1
"1078","2010","MANHATTAN","JOSTLING",16
"1079","2010","MANHATTAN","KIDNAPPING & RELATED OFFENSES",47
"1080","2010","MANHATTAN","LOITERING",1
"1081","2010","MANHATTAN","LOITERING/GAMBLING (CARDS, DIC",4
"1082","2010","MANHATTAN","MISCELLANEOUS PENAL LAW",2182
"1083","2010","MANHATTAN","NEW YORK CITY HEALTH CODE",2
"1084","2010","MANHATTAN","NYS LAWS-UNCLASSIFIED FELONY",64
"1085","2010","MANHATTAN","OFF. AGNST PUB ORD SENSBLTY &",6353
"1086","2010","MANHATTAN","OFFENSES AGAINST PUBLIC ADMINI",2508
"1087","2010","MANHATTAN","OFFENSES AGAINST PUBLIC SAFETY",32
"1088","2010","MANHATTAN","OFFENSES AGAINST THE PERSON",273
"1089","2010","MANHATTAN","OFFENSES INVOLVING FRAUD",1525
"1090","2010","MANHATTAN","OFFENSES RELATED TO CHILDREN",8
"1091","2010","MANHATTAN","OTHER OFFENSES RELATED TO THEF",277
"1092","2010","MANHATTAN","OTHER STATE LAWS",14
"1093","2010","MANHATTAN","OTHER STATE LAWS (NON PENAL LA",143
"1094","2010","MANHATTAN","PETIT LARCENY",26320
"1095","2010","MANHATTAN","PETIT LARCENY OF MOTOR VEHICLE",13
"1096","2010","MANHATTAN","POSSESSION OF STOLEN PROPERTY",990
"1097","2010","MANHATTAN","PROSTITUTION & RELATED OFFENSES",8
"1098","2010","MANHATTAN","RAPE",345
"1099","2010","MANHATTAN","ROBBERY",3772
"1100","2010","MANHATTAN","SEX CRIMES",1249
"1101","2010","MANHATTAN","THEFT-FRAUD",1507
"1102","2010","MANHATTAN","THEFT OF SERVICES",282
"1103","2010","MANHATTAN","UNAUTHORIZED USE OF A VEHICLE",170
"1104","2010","MANHATTAN","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1105","2010","MANHATTAN","VEHICLE AND TRAFFIC LAWS",1202
"1106","2010","QUEENS","",378
"1107","2010","QUEENS","ADMINISTRATIVE CODE",299
"1108","2010","QUEENS","ADMINISTRATIVE CODES",1
"1109","2010","QUEENS","ALCOHOLIC BEVERAGE CONTROL LAW",13
"1110","2010","QUEENS","ARSON",219
"1111","2010","QUEENS","ASSAULT 3 & RELATED OFFENSES",10474
"1112","2010","QUEENS","BURGLAR'S TOOLS",53
"1113","2010","QUEENS","BURGLARY",4852
"1114","2010","QUEENS","CHILD ABANDONMENT/NON SUPPORT",6
"1115","2010","QUEENS","CRIMINAL MISCHIEF & RELATED OF",12361
"1116","2010","QUEENS","CRIMINAL TRESPASS",916
"1117","2010","QUEENS","DANGEROUS DRUGS",2074
"1118","2010","QUEENS","DANGEROUS WEAPONS",2604
"1119","2010","QUEENS","DISORDERLY CONDUCT",13
"1120","2010","QUEENS","DISRUPTION OF A RELIGIOUS SERV",1
"1121","2010","QUEENS","ENDAN WELFARE INCOMP",3
"1122","2010","QUEENS","FELONY ASSAULT",3262
"1123","2010","QUEENS","FORGERY",1208
"1124","2010","QUEENS","FRAUDS",504
"1125","2010","QUEENS","FRAUDULENT ACCOSTING",12
"1126","2010","QUEENS","GAMBLING",1
"1127","2010","QUEENS","GRAND LARCENY",6981
"1128","2010","QUEENS","GRAND LARCENY OF MOTOR VEHICLE",3476
"1129","2010","QUEENS","HARRASSMENT 2",11936
"1130","2010","QUEENS","HOMICIDE-NEGLIGENT-VEHICLE",3
"1131","2010","QUEENS","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1132","2010","QUEENS","INTOXICATED & IMPAIRED DRIVING",1355
"1133","2010","QUEENS","INTOXICATED/IMPAIRED DRIVING",5
"1134","2010","QUEENS","JOSTLING",1
"1135","2010","QUEENS","KIDNAPPING & RELATED OFFENSES",43
"1136","2010","QUEENS","LOITERING/GAMBLING (CARDS, DIC",2
"1137","2010","QUEENS","MISCELLANEOUS PENAL LAW",2510
"1138","2010","QUEENS","NYS LAWS-UNCLASSIFIED FELONY",32
"1139","2010","QUEENS","OFF. AGNST PUB ORD SENSBLTY &",6036
"1140","2010","QUEENS","OFFENSES AGAINST PUBLIC ADMINI",1650
"1141","2010","QUEENS","OFFENSES AGAINST PUBLIC SAFETY",11
"1142","2010","QUEENS","OFFENSES AGAINST THE PERSON",179
"1143","2010","QUEENS","OFFENSES INVOLVING FRAUD",118
"1144","2010","QUEENS","OFFENSES RELATED TO CHILDREN",83
"1145","2010","QUEENS","OTHER OFFENSES RELATED TO THEF",183
"1146","2010","QUEENS","OTHER STATE LAWS",9
"1147","2010","QUEENS","OTHER STATE LAWS (NON PENAL LA",16
"1148","2010","QUEENS","PETIT LARCENY",15577
"1149","2010","QUEENS","PETIT LARCENY OF MOTOR VEHICLE",18
"1150","2010","QUEENS","POSSESSION OF STOLEN PROPERTY",637
"1151","2010","QUEENS","PROSTITUTION & RELATED OFFENSES",12
"1152","2010","QUEENS","RAPE",269
"1153","2010","QUEENS","ROBBERY",4071
"1154","2010","QUEENS","SEX CRIMES",1324
"1155","2010","QUEENS","THEFT-FRAUD",1087
"1156","2010","QUEENS","THEFT OF SERVICES",3
"1157","2010","QUEENS","UNAUTHORIZED USE OF A VEHICLE",432
"1158","2010","QUEENS","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1159","2010","QUEENS","VEHICLE AND TRAFFIC LAWS",1597
"1160","2010","STATEN ISLAND","",49
"1161","2010","STATEN ISLAND","ADMINISTRATIVE CODE",78
"1162","2010","STATEN ISLAND","ALCOHOLIC BEVERAGE CONTROL LAW",2
"1163","2010","STATEN ISLAND","ARSON",92
"1164","2010","STATEN ISLAND","ASSAULT 3 & RELATED OFFENSES",2237
"1165","2010","STATEN ISLAND","BURGLAR'S TOOLS",1
"1166","2010","STATEN ISLAND","BURGLARY",631
"1167","2010","STATEN ISLAND","CRIMINAL MISCHIEF & RELATED OF",3180
"1168","2010","STATEN ISLAND","CRIMINAL TRESPASS",150
"1169","2010","STATEN ISLAND","DANGEROUS DRUGS",1291
"1170","2010","STATEN ISLAND","DANGEROUS WEAPONS",554
"1171","2010","STATEN ISLAND","DISORDERLY CONDUCT",4
"1172","2010","STATEN ISLAND","FELONY ASSAULT",490
"1173","2010","STATEN ISLAND","FORGERY",172
"1174","2010","STATEN ISLAND","FRAUDS",301
"1175","2010","STATEN ISLAND","FRAUDULENT ACCOSTING",3
"1176","2010","STATEN ISLAND","GAMBLING",1
"1177","2010","STATEN ISLAND","GRAND LARCENY",970
"1178","2010","STATEN ISLAND","GRAND LARCENY OF MOTOR VEHICLE",349
"1179","2010","STATEN ISLAND","HARRASSMENT 2",4443
"1180","2010","STATEN ISLAND","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"1181","2010","STATEN ISLAND","INTOXICATED & IMPAIRED DRIVING",485
"1182","2010","STATEN ISLAND","KIDNAPPING & RELATED OFFENSES",11
"1183","2010","STATEN ISLAND","MISCELLANEOUS PENAL LAW",386
"1184","2010","STATEN ISLAND","NYS LAWS-UNCLASSIFIED FELONY",21
"1185","2010","STATEN ISLAND","OFF. AGNST PUB ORD SENSBLTY &",2113
"1186","2010","STATEN ISLAND","OFFENSES AGAINST PUBLIC ADMINI",726
"1187","2010","STATEN ISLAND","OFFENSES AGAINST PUBLIC SAFETY",17
"1188","2010","STATEN ISLAND","OFFENSES AGAINST THE PERSON",59
"1189","2010","STATEN ISLAND","OFFENSES INVOLVING FRAUD",24
"1190","2010","STATEN ISLAND","OFFENSES RELATED TO CHILDREN",2
"1191","2010","STATEN ISLAND","OTHER OFFENSES RELATED TO THEF",51
"1192","2010","STATEN ISLAND","OTHER STATE LAWS",7
"1193","2010","STATEN ISLAND","OTHER STATE LAWS (NON PENAL LA",10
"1194","2010","STATEN ISLAND","PETIT LARCENY",3748
"1195","2010","STATEN ISLAND","PETIT LARCENY OF MOTOR VEHICLE",2
"1196","2010","STATEN ISLAND","POSSESSION OF STOLEN PROPERTY",130
"1197","2010","STATEN ISLAND","PROSTITUTION & RELATED OFFENSES",1
"1198","2010","STATEN ISLAND","RAPE",64
"1199","2010","STATEN ISLAND","ROBBERY",423
"1200","2010","STATEN ISLAND","SEX CRIMES",180
"1201","2010","STATEN ISLAND","THEFT-FRAUD",333
"1202","2010","STATEN ISLAND","UNAUTHORIZED USE OF A VEHICLE",110
"1203","2010","STATEN ISLAND","VEHICLE AND TRAFFIC LAWS",144
"1204","2011","","GRAND LARCENY",3
"1205","2011","","MURDER & NON-NEGL. MANSLAUGHTER",494
"1206","2011","","ROBBERY",1
"1207","2011","","SEX CRIMES",1
"1208","2011","BRONX","",345
"1209","2011","BRONX","ADMINISTRATIVE CODE",241
"1210","2011","BRONX","ALCOHOLIC BEVERAGE CONTROL LAW",24
"1211","2011","BRONX","ANTICIPATORY OFFENSES",2
"1212","2011","BRONX","ARSON",365
"1213","2011","BRONX","ASSAULT 3 & RELATED OFFENSES",12453
"1214","2011","BRONX","BURGLAR'S TOOLS",29
"1215","2011","BRONX","BURGLARY",3571
"1216","2011","BRONX","CHILD ABANDONMENT/NON SUPPORT",12
"1217","2011","BRONX","CRIMINAL MISCHIEF & RELATED OF",9777
"1218","2011","BRONX","CRIMINAL TRESPASS",2341
"1219","2011","BRONX","DANGEROUS DRUGS",14260
"1220","2011","BRONX","DANGEROUS WEAPONS",4426
"1221","2011","BRONX","DISORDERLY CONDUCT",38
"1222","2011","BRONX","ENDAN WELFARE INCOMP",2
"1223","2011","BRONX","ESCAPE 3",4
"1224","2011","BRONX","FELONY ASSAULT",4448
"1225","2011","BRONX","FORGERY",721
"1226","2011","BRONX","FRAUDS",551
"1227","2011","BRONX","FRAUDULENT ACCOSTING",10
"1228","2011","BRONX","GAMBLING",43
"1229","2011","BRONX","GRAND LARCENY",4958
"1230","2011","BRONX","GRAND LARCENY OF MOTOR VEHICLE",2079
"1231","2011","BRONX","HARRASSMENT 2",11550
"1232","2011","BRONX","HOMICIDE-NEGLIGENT-VEHICLE",3
"1233","2011","BRONX","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1234","2011","BRONX","INTOXICATED & IMPAIRED DRIVING",874
"1235","2011","BRONX","JOSTLING",1
"1236","2011","BRONX","KIDNAPPING & RELATED OFFENSES",45
"1237","2011","BRONX","LOITERING/GAMBLING (CARDS, DIC",1
"1238","2011","BRONX","MISCELLANEOUS PENAL LAW",1925
"1239","2011","BRONX","NYS LAWS-UNCLASSIFIED FELONY",74
"1240","2011","BRONX","OFF. AGNST PUB ORD SENSBLTY &",6333
"1241","2011","BRONX","OFFENSES AGAINST PUBLIC ADMINI",3605
"1242","2011","BRONX","OFFENSES AGAINST PUBLIC SAFETY",19
"1243","2011","BRONX","OFFENSES AGAINST THE PERSON",391
"1244","2011","BRONX","OFFENSES INVOLVING FRAUD",371
"1245","2011","BRONX","OFFENSES RELATED TO CHILDREN",33
"1246","2011","BRONX","OTHER OFFENSES RELATED TO THEF",185
"1247","2011","BRONX","OTHER STATE LAWS",1
"1248","2011","BRONX","OTHER STATE LAWS (NON PENAL LA",270
"1249","2011","BRONX","PETIT LARCENY",13336
"1250","2011","BRONX","PETIT LARCENY OF MOTOR VEHICLE",9
"1251","2011","BRONX","POSSESSION OF STOLEN PROPERTY",685
"1252","2011","BRONX","PROSTITUTION & RELATED OFFENSES",36
"1253","2011","BRONX","RAPE",279
"1254","2011","BRONX","ROBBERY",4579
"1255","2011","BRONX","SEX CRIMES",999
"1256","2011","BRONX","THEFT-FRAUD",886
"1257","2011","BRONX","THEFT OF SERVICES",30
"1258","2011","BRONX","UNAUTHORIZED USE OF A VEHICLE",210
"1259","2011","BRONX","UNLAWFUL POSS. WEAP. ON SCHOOL",4
"1260","2011","BRONX","VEHICLE AND TRAFFIC LAWS",1296
"1261","2011","BROOKLYN","",380
"1262","2011","BROOKLYN","ADMINISTRATIVE CODE",384
"1263","2011","BROOKLYN","ALCOHOLIC BEVERAGE CONTROL LAW",13
"1264","2011","BROOKLYN","ANTICIPATORY OFFENSES",1
"1265","2011","BROOKLYN","ARSON",451
"1266","2011","BROOKLYN","ASSAULT 3 & RELATED OFFENSES",16412
"1267","2011","BROOKLYN","BURGLAR'S TOOLS",80
"1268","2011","BROOKLYN","BURGLARY",6343
"1269","2011","BROOKLYN","CHILD ABANDONMENT/NON SUPPORT",10
"1270","2011","BROOKLYN","CRIMINAL MISCHIEF & RELATED OF",15824
"1271","2011","BROOKLYN","CRIMINAL TRESPASS",1316
"1272","2011","BROOKLYN","DANGEROUS DRUGS",12200
"1273","2011","BROOKLYN","DANGEROUS WEAPONS",3807
"1274","2011","BROOKLYN","DISORDERLY CONDUCT",41
"1275","2011","BROOKLYN","DISRUPTION OF A RELIGIOUS SERV",3
"1276","2011","BROOKLYN","ENDAN WELFARE INCOMP",3
"1277","2011","BROOKLYN","ESCAPE 3",3
"1278","2011","BROOKLYN","FELONY ASSAULT",6646
"1279","2011","BROOKLYN","FORGERY",1072
"1280","2011","BROOKLYN","FRAUDS",836
"1281","2011","BROOKLYN","FRAUDULENT ACCOSTING",14
"1282","2011","BROOKLYN","GAMBLING",55
"1283","2011","BROOKLYN","GRAND LARCENY",10583
"1284","2011","BROOKLYN","GRAND LARCENY OF MOTOR VEHICLE",2899
"1285","2011","BROOKLYN","HARRASSMENT 2",16354
"1286","2011","BROOKLYN","HOMICIDE-NEGLIGENT-VEHICLE",2
"1287","2011","BROOKLYN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1288","2011","BROOKLYN","INTOXICATED & IMPAIRED DRIVING",1823
"1289","2011","BROOKLYN","INTOXICATED/IMPAIRED DRIVING",2
"1290","2011","BROOKLYN","JOSTLING",5
"1291","2011","BROOKLYN","KIDNAPPING & RELATED OFFENSES",87
"1292","2011","BROOKLYN","LOITERING",1
"1293","2011","BROOKLYN","LOITERING/GAMBLING (CARDS, DIC",10
"1294","2011","BROOKLYN","MISCELLANEOUS PENAL LAW",4654
"1295","2011","BROOKLYN","NEW YORK CITY HEALTH CODE",1
"1296","2011","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",114
"1297","2011","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",8364
"1298","2011","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2629
"1299","2011","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",21
"1300","2011","BROOKLYN","OFFENSES AGAINST THE PERSON",298
"1301","2011","BROOKLYN","OFFENSES INVOLVING FRAUD",257
"1302","2011","BROOKLYN","OFFENSES RELATED TO CHILDREN",66
"1303","2011","BROOKLYN","OTHER OFFENSES RELATED TO THEF",252
"1304","2011","BROOKLYN","OTHER STATE LAWS",6
"1305","2011","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",97
"1306","2011","BROOKLYN","PETIT LARCENY",23329
"1307","2011","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",23
"1308","2011","BROOKLYN","POSSESSION OF STOLEN PROPERTY",1154
"1309","2011","BROOKLYN","PROSTITUTION & RELATED OFFENSES",20
"1310","2011","BROOKLYN","RAPE",428
"1311","2011","BROOKLYN","ROBBERY",7094
"1312","2011","BROOKLYN","SEX CRIMES",1728
"1313","2011","BROOKLYN","THEFT-FRAUD",1629
"1314","2011","BROOKLYN","THEFT OF SERVICES",10
"1315","2011","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",381
"1316","2011","BROOKLYN","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1317","2011","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1523
"1318","2011","MANHATTAN","",545
"1319","2011","MANHATTAN","ADMINISTRATIVE CODE",151
"1320","2011","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",19
"1321","2011","MANHATTAN","ANTICIPATORY OFFENSES",4
"1322","2011","MANHATTAN","ARSON",159
"1323","2011","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",9678
"1324","2011","MANHATTAN","BURGLAR'S TOOLS",101
"1325","2011","MANHATTAN","BURGLARY",3238
"1326","2011","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",9
"1327","2011","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",8126
"1328","2011","MANHATTAN","CRIMINAL TRESPASS",2064
"1329","2011","MANHATTAN","DANGEROUS DRUGS",8703
"1330","2011","MANHATTAN","DANGEROUS WEAPONS",2315
"1331","2011","MANHATTAN","DISORDERLY CONDUCT",28
"1332","2011","MANHATTAN","DISRUPTION OF A RELIGIOUS SERV",1
"1333","2011","MANHATTAN","ENDAN WELFARE INCOMP",3
"1334","2011","MANHATTAN","ESCAPE 3",3
"1335","2011","MANHATTAN","FELONY ASSAULT",3181
"1336","2011","MANHATTAN","FORGERY",1197
"1337","2011","MANHATTAN","FRAUDS",993
"1338","2011","MANHATTAN","FRAUDULENT ACCOSTING",261
"1339","2011","MANHATTAN","GAMBLING",48
"1340","2011","MANHATTAN","GRAND LARCENY",14913
"1341","2011","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",867
"1342","2011","MANHATTAN","HARRASSMENT 2",10921
"1343","2011","MANHATTAN","HOMICIDE-NEGLIGENT-VEHICLE",2
"1344","2011","MANHATTAN","INTOXICATED & IMPAIRED DRIVING",1395
"1345","2011","MANHATTAN","INTOXICATED/IMPAIRED DRIVING",1
"1346","2011","MANHATTAN","JOSTLING",26
"1347","2011","MANHATTAN","KIDNAPPING & RELATED OFFENSES",36
"1348","2011","MANHATTAN","LOITERING",1
"1349","2011","MANHATTAN","LOITERING/GAMBLING (CARDS, DIC",4
"1350","2011","MANHATTAN","MISCELLANEOUS PENAL LAW",1951
"1351","2011","MANHATTAN","NEW YORK CITY HEALTH CODE",3
"1352","2011","MANHATTAN","NYS LAWS-UNCLASSIFIED FELONY",65
"1353","2011","MANHATTAN","OFF. AGNST PUB ORD SENSBLTY &",5829
"1354","2011","MANHATTAN","OFFENSES AGAINST PUBLIC ADMINI",2481
"1355","2011","MANHATTAN","OFFENSES AGAINST PUBLIC SAFETY",18
"1356","2011","MANHATTAN","OFFENSES AGAINST THE PERSON",295
"1357","2011","MANHATTAN","OFFENSES INVOLVING FRAUD",1200
"1358","2011","MANHATTAN","OFFENSES RELATED TO CHILDREN",6
"1359","2011","MANHATTAN","OTHER OFFENSES RELATED TO THEF",260
"1360","2011","MANHATTAN","OTHER STATE LAWS",9
"1361","2011","MANHATTAN","OTHER STATE LAWS (NON PENAL LA",161
"1362","2011","MANHATTAN","PETIT LARCENY",25211
"1363","2011","MANHATTAN","PETIT LARCENY OF MOTOR VEHICLE",15
"1364","2011","MANHATTAN","POSSESSION OF STOLEN PROPERTY",996
