"","year","borough","desc","count"
"1","2007","","",9
"2","2007","","ADMINISTRATIVE CODE",2
"3","2007","","ARSON",2
"4","2007","","ASSAULT 3 & RELATED OFFENSES",103
"5","2007","","BURGLAR'S TOOLS",3
"6","2007","","BURGLARY",31
"7","2007","","CRIMINAL MISCHIEF & RELATED OF",53
"8","2007","","CRIMINAL TRESPASS",17
"9","2007","","DANGEROUS DRUGS",101
"10","2007","","DANGEROUS WEAPONS",43
"11","2007","","FELONY ASSAULT",47
"12","2007","","FORGERY",16
"13","2007","","FRAUDS",2
"14","2007","","GAMBLING",1
"15","2007","","GRAND LARCENY",57
"16","2007","","GRAND LARCENY OF MOTOR VEHICLE",29
"17","2007","","HARRASSMENT 2",63
"18","2007","","INTOXICATED & IMPAIRED DRIVING",28
"19","2007","","KIDNAPPING & RELATED OFFENSES",1
"20","2007","","MISCELLANEOUS PENAL LAW",25
"21","2007","","MURDER & NON-NEGL. MANSLAUGHTER",485
"22","2007","","OFF. AGNST PUB ORD SENSBLTY &",36
"23","2007","","OFFENSES AGAINST PUBLIC ADMINI",19
"24","2007","","OFFENSES AGAINST PUBLIC SAFETY",1
"25","2007","","OFFENSES AGAINST THE PERSON",5
"26","2007","","OFFENSES INVOLVING FRAUD",4
"27","2007","","OTHER OFFENSES RELATED TO THEF",1
"28","2007","","PETIT LARCENY",121
"29","2007","","POSSESSION OF STOLEN PROPERTY",9
"30","2007","","RAPE",4
"31","2007","","ROBBERY",14
"32","2007","","SEX CRIMES",9
"33","2007","","THEFT-FRAUD",6
"34","2007","","UNAUTHORIZED USE OF A VEHICLE",1
"35","2007","","VEHICLE AND TRAFFIC LAWS",12
"36","2007","BRONX","",522
"37","2007","BRONX","ADMINISTRATIVE CODE",228
"38","2007","BRONX","ALCOHOLIC BEVERAGE CONTROL LAW",41
"39","2007","BRONX","ANTICIPATORY OFFENSES",2
"40","2007","BRONX","ARSON",385
"41","2007","BRONX","ASSAULT 3 & RELATED OFFENSES",11760
"42","2007","BRONX","BURGLAR'S TOOLS",15
"43","2007","BRONX","BURGLARY",3873
"44","2007","BRONX","CHILD ABANDONMENT/NON SUPPORT",23
"45","2007","BRONX","CRIMINAL MISCHIEF & RELATED OF",11320
"46","2007","BRONX","CRIMINAL TRESPASS",3480
"47","2007","BRONX","DANGEROUS DRUGS",15653
"48","2007","BRONX","DANGEROUS WEAPONS",3725
"49","2007","BRONX","DISRUPTION OF A RELIGIOUS SERV",1
"50","2007","BRONX","ENDAN WELFARE INCOMP",3
"51","2007","BRONX","ESCAPE 3",10
"52","2007","BRONX","FELONY ASSAULT",4352
"53","2007","BRONX","FORGERY",984
"54","2007","BRONX","FRAUDS",453
"55","2007","BRONX","FRAUDULENT ACCOSTING",18
"56","2007","BRONX","GAMBLING",57
"57","2007","BRONX","GRAND LARCENY",5295
"58","2007","BRONX","GRAND LARCENY OF MOTOR VEHICLE",2982
"59","2007","BRONX","HARRASSMENT 2",14475
"60","2007","BRONX","HOMICIDE-NEGLIGENT-VEHICLE",1
"61","2007","BRONX","HOMICIDE-NEGLIGENT,UNCLASSIFIE",4
"62","2007","BRONX","INTOXICATED & IMPAIRED DRIVING",1524
"63","2007","BRONX","KIDNAPPING & RELATED OFFENSES",75
"64","2007","BRONX","LOITERING",1
"65","2007","BRONX","LOITERING FOR DRUG PURPOSES",2
"66","2007","BRONX","LOITERING/GAMBLING (CARDS, DIC",2
"67","2007","BRONX","MISCELLANEOUS PENAL LAW",1981
"68","2007","BRONX","NEW YORK CITY HEALTH CODE",2
"69","2007","BRONX","NYS LAWS-UNCLASSIFIED FELONY",115
"70","2007","BRONX","OFF. AGNST PUB ORD SENSBLTY &",7169
"71","2007","BRONX","OFFENSES AGAINST PUBLIC ADMINI",2671
"72","2007","BRONX","OFFENSES AGAINST PUBLIC SAFETY",21
"73","2007","BRONX","OFFENSES AGAINST THE PERSON",335
"74","2007","BRONX","OFFENSES INVOLVING FRAUD",318
"75","2007","BRONX","OFFENSES RELATED TO CHILDREN",15
"76","2007","BRONX","OTHER OFFENSES RELATED TO THEF",107
"77","2007","BRONX","OTHER STATE LAWS",6
"78","2007","BRONX","OTHER STATE LAWS (NON PENAL LA",570
"79","2007","BRONX","PETIT LARCENY",13235
"80","2007","BRONX","PETIT LARCENY OF MOTOR VEHICLE",16
"81","2007","BRONX","POSSESSION OF STOLEN PROPERTY",611
"82","2007","BRONX","PROSTITUTION & RELATED OFFENSES",51
"83","2007","BRONX","RAPE",297
"84","2007","BRONX","ROBBERY",4510
"85","2007","BRONX","SEX CRIMES",1022
"86","2007","BRONX","THEFT-FRAUD",1037
"87","2007","BRONX","THEFT OF SERVICES",11
"88","2007","BRONX","UNAUTHORIZED USE OF A VEHICLE",269
"89","2007","BRONX","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"90","2007","BRONX","VEHICLE AND TRAFFIC LAWS",1247
"91","2007","BROOKLYN","",402
"92","2007","BROOKLYN","ADMINISTRATIVE CODE",363
"93","2007","BROOKLYN","ALCOHOLIC BEVERAGE CONTROL LAW",14
"94","2007","BROOKLYN","ANTICIPATORY OFFENSES",7
"95","2007","BROOKLYN","ARSON",606
"96","2007","BROOKLYN","ASSAULT 3 & RELATED OFFENSES",16746
"97","2007","BROOKLYN","BURGLAR'S TOOLS",83
"98","2007","BROOKLYN","BURGLARY",7082
"99","2007","BROOKLYN","CHILD ABANDONMENT/NON SUPPORT",19
"100","2007","BROOKLYN","CRIMINAL MISCHIEF & RELATED OF",16681
"101","2007","BROOKLYN","CRIMINAL TRESPASS",796
"102","2007","BROOKLYN","DANGEROUS DRUGS",11611
"103","2007","BROOKLYN","DANGEROUS WEAPONS",3542
"104","2007","BROOKLYN","DISRUPTION OF A RELIGIOUS SERV",3
"105","2007","BROOKLYN","ESCAPE 3",9
"106","2007","BROOKLYN","FELONY ASSAULT",6004
"107","2007","BROOKLYN","FORGERY",1512
"108","2007","BROOKLYN","FRAUDS",793
"109","2007","BROOKLYN","FRAUDULENT ACCOSTING",9
"110","2007","BROOKLYN","GAMBLING",59
"111","2007","BROOKLYN","GRAND LARCENY",11174
"112","2007","BROOKLYN","GRAND LARCENY OF MOTOR VEHICLE",4208
"113","2007","BROOKLYN","HARRASSMENT 2",18605
"114","2007","BROOKLYN","HOMICIDE-NEGLIGENT-VEHICLE",2
"115","2007","BROOKLYN","INTOXICATED & IMPAIRED DRIVING",2481
"116","2007","BROOKLYN","JOSTLING",2
"117","2007","BROOKLYN","KIDNAPPING & RELATED OFFENSES",104
"118","2007","BROOKLYN","LOITERING FOR DRUG PURPOSES",1
"119","2007","BROOKLYN","LOITERING/GAMBLING (CARDS, DIC",28
"120","2007","BROOKLYN","MISCELLANEOUS PENAL LAW",3838
"121","2007","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",117
"122","2007","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",9805
"123","2007","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2339
"124","2007","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",12
"125","2007","BROOKLYN","OFFENSES AGAINST THE PERSON",349
"126","2007","BROOKLYN","OFFENSES INVOLVING FRAUD",153
"127","2007","BROOKLYN","OFFENSES RELATED TO CHILDREN",20
"128","2007","BROOKLYN","OTHER OFFENSES RELATED TO THEF",166
"129","2007","BROOKLYN","OTHER STATE LAWS",9
"130","2007","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",58
"131","2007","BROOKLYN","PETIT LARCENY",21347
"132","2007","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",39
"133","2007","BROOKLYN","POSSESSION OF STOLEN PROPERTY",804
"134","2007","BROOKLYN","PROSTITUTION & RELATED OFFENSES",21
"135","2007","BROOKLYN","RAPE",346
"136","2007","BROOKLYN","ROBBERY",7476
"137","2007","BROOKLYN","SEX CRIMES",1912
"138","2007","BROOKLYN","THEFT-FRAUD",1880
"139","2007","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",339
"140","2007","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1349
"141","2007","MANHATTAN","",669
"142","2007","MANHATTAN","ADMINISTRATIVE CODE",153
"143","2007","MANHATTAN","ADMINISTRATIVE CODES",1
"144","2007","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",13
"145","2007","MANHATTAN","ANTICIPATORY OFFENSES",2
"146","2007","MANHATTAN","ARSON",204
"147","2007","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",9956
"148","2007","MANHATTAN","BURGLAR'S TOOLS",48
"149","2007","MANHATTAN","BURGLARY",4071
"150","2007","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",7
"151","2007","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",9605
"152","2007","MANHATTAN","CRIMINAL TRESPASS",2903
"153","2007","MANHATTAN","DANGEROUS DRUGS",8815
"154","2007","MANHATTAN","DANGEROUS WEAPONS",2746
"155","2007","MANHATTAN","DISRUPTION OF A RELIGIOUS SERV",1
"156","2007","MANHATTAN","ENDAN WELFARE INCOMP",1
"157","2007","MANHATTAN","ESCAPE 3",5
"158","2007","MANHATTAN","FELONY ASSAULT",3367
"159","2007","MANHATTAN","FORGERY",2043
"160","2007","MANHATTAN","FORTUNE TELLING",1
"161","2007","MANHATTAN","FRAUDS",706
"162","2007","MANHATTAN","FRAUDULENT ACCOSTING",194
"163","2007","MANHATTAN","GAMBLING",96
"164","2007","MANHATTAN","GRAND LARCENY",18367
"165","2007","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",1495
"166","2007","MANHATTAN","HARRASSMENT 2",13267
"167","2007","MANHATTAN","HOMICIDE-NEGLIGENT-VEHICLE",1
"168","2007","MANHATTAN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"169","2007","MANHATTAN","INTOXICATED & IMPAIRED DRIVING",2314
"170","2007","MANHATTAN","JOSTLING",10
"171","2007","MANHATTAN","KIDNAPPING & RELATED OFFENSES",54
"172","2007","MANHATTAN","LOITERING FOR DRUG PURPOSES",1
"173","2007","MANHATTAN","LOITERING/GAMBLING (CARDS, DIC",16
"174","2007","MANHATTAN","MISCELLANEOUS PENAL LAW",2268
"175","2007","MANHATTAN","NEW YORK CITY HEALTH CODE",4
"176","2007","MANHATTAN","NYS LAWS-UNCLASSIFIED FELONY",92
"177","2007","MANHATTAN","OFF. AGNST PUB ORD SENSBLTY &",6900
"178","2007","MANHATTAN","OFFENSES AGAINST PUBLIC ADMINI",2400
"179","2007","MANHATTAN","OFFENSES AGAINST PUBLIC SAFETY",6
"180","2007","MANHATTAN","OFFENSES AGAINST THE PERSON",329
"181","2007","MANHATTAN","OFFENSES INVOLVING FRAUD",1158
"182","2007","MANHATTAN","OFFENSES RELATED TO CHILDREN",46
"183","2007","MANHATTAN","OTHER OFFENSES RELATED TO THEF",218
"184","2007","MANHATTAN","OTHER STATE LAWS",12
"185","2007","MANHATTAN","OTHER STATE LAWS (NON PENAL LA",132
"186","2007","MANHATTAN","PETIT LARCENY",24960
"187","2007","MANHATTAN","PETIT LARCENY OF MOTOR VEHICLE",38
"188","2007","MANHATTAN","POSSESSION OF STOLEN PROPERTY",884
"189","2007","MANHATTAN","PROSTITUTION & RELATED OFFENSES",21
"190","2007","MANHATTAN","RAPE",258
"191","2007","MANHATTAN","ROBBERY",4602
"192","2007","MANHATTAN","SEX CRIMES",1229
"193","2007","MANHATTAN","THEFT-FRAUD",1689
"194","2007","MANHATTAN","UNAUTHORIZED USE OF A VEHICLE",186
"195","2007","MANHATTAN","VEHICLE AND TRAFFIC LAWS",1660
"196","2007","QUEENS","",421
"197","2007","QUEENS","ABORTION",1
"198","2007","QUEENS","ADMINISTRATIVE CODE",303
"199","2007","QUEENS","ADMINISTRATIVE CODES",1
"200","2007","QUEENS","ALCOHOLIC BEVERAGE CONTROL LAW",8
"201","2007","QUEENS","ANTICIPATORY OFFENSES",2
"202","2007","QUEENS","ARSON",272
"203","2007","QUEENS","ASSAULT 3 & RELATED OFFENSES",10189
"204","2007","QUEENS","BURGLAR'S TOOLS",36
"205","2007","QUEENS","BURGLARY",5770
"206","2007","QUEENS","CHILD ABANDONMENT/NON SUPPORT",7
"207","2007","QUEENS","CRIMINAL MISCHIEF & RELATED OF",13707
"208","2007","QUEENS","CRIMINAL TRESPASS",696
"209","2007","QUEENS","DANGEROUS DRUGS",2357
"210","2007","QUEENS","DANGEROUS WEAPONS",2206
"211","2007","QUEENS","DISRUPTION OF A RELIGIOUS SERV",2
"212","2007","QUEENS","ENDAN WELFARE INCOMP",2
"213","2007","QUEENS","ESCAPE 3",6
"214","2007","QUEENS","FELONY ASSAULT",3082
"215","2007","QUEENS","FORGERY",1249
"216","2007","QUEENS","FORTUNE TELLING",1
"217","2007","QUEENS","FRAUDS",406
"218","2007","QUEENS","FRAUDULENT ACCOSTING",13
"219","2007","QUEENS","GAMBLING",23
"220","2007","QUEENS","GRAND LARCENY",8527
"221","2007","QUEENS","GRAND LARCENY OF MOTOR VEHICLE",3905
"222","2007","QUEENS","HARRASSMENT 2",13572
"223","2007","QUEENS","HOMICIDE-NEGLIGENT-VEHICLE",2
"224","2007","QUEENS","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"225","2007","QUEENS","INTOXICATED & IMPAIRED DRIVING",1691
"226","2007","QUEENS","JOSTLING",3
"227","2007","QUEENS","KIDNAPPING & RELATED OFFENSES",49
"228","2007","QUEENS","LOITERING/GAMBLING (CARDS, DIC",1
"229","2007","QUEENS","MISCELLANEOUS PENAL LAW",2102
"230","2007","QUEENS","NEW YORK CITY HEALTH CODE",2
"231","2007","QUEENS","NYS LAWS-UNCLASSIFIED FELONY",53
"232","2007","QUEENS","OFF. AGNST PUB ORD SENSBLTY &",7134
"233","2007","QUEENS","OFFENSES AGAINST PUBLIC ADMINI",1527
"234","2007","QUEENS","OFFENSES AGAINST PUBLIC SAFETY",7
"235","2007","QUEENS","OFFENSES AGAINST THE PERSON",212
"236","2007","QUEENS","OFFENSES INVOLVING FRAUD",135
"237","2007","QUEENS","OFFENSES RELATED TO CHILDREN",95
"238","2007","QUEENS","OTHER OFFENSES RELATED TO THEF",123
"239","2007","QUEENS","OTHER STATE LAWS",13
"240","2007","QUEENS","OTHER STATE LAWS (NON PENAL LA",28
"241","2007","QUEENS","OTHER TRAFFIC INFRACTION",1
"242","2007","QUEENS","PETIT LARCENY",16637
"243","2007","QUEENS","PETIT LARCENY OF MOTOR VEHICLE",24
"244","2007","QUEENS","POSSESSION OF STOLEN PROPERTY",535
"245","2007","QUEENS","PROSTITUTION & RELATED OFFENSES",9
"246","2007","QUEENS","RAPE",333
"247","2007","QUEENS","ROBBERY",4337
"248","2007","QUEENS","SEX CRIMES",1079
"249","2007","QUEENS","THEFT-FRAUD",1147
"250","2007","QUEENS","UNAUTHORIZED USE OF A VEHICLE",388
"251","2007","QUEENS","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"252","2007","QUEENS","VEHICLE AND TRAFFIC LAWS",1085
"253","2007","STATEN ISLAND","",58
"254","2007","STATEN ISLAND","ABORTION",1
"255","2007","STATEN ISLAND","ADMINISTRATIVE CODE",49
"256","2007","STATEN ISLAND","ALCOHOLIC BEVERAGE CONTROL LAW",1
"257","2007","STATEN ISLAND","ARSON",93
"258","2007","STATEN ISLAND","ASSAULT 3 & RELATED OFFENSES",2284
"259","2007","STATEN ISLAND","BURGLAR'S TOOLS",7
"260","2007","STATEN ISLAND","BURGLARY",815
"261","2007","STATEN ISLAND","CHILD ABANDONMENT/NON SUPPORT",6
"262","2007","STATEN ISLAND","CRIMINAL MISCHIEF & RELATED OF",4460
"263","2007","STATEN ISLAND","CRIMINAL TRESPASS",139
"264","2007","STATEN ISLAND","DANGEROUS DRUGS",1305
"265","2007","STATEN ISLAND","DANGEROUS WEAPONS",392
"266","2007","STATEN ISLAND","ESCAPE 3",3
"267","2007","STATEN ISLAND","FELONY ASSAULT",456
"268","2007","STATEN ISLAND","FORGERY",179
"269","2007","STATEN ISLAND","FRAUDS",247
"270","2007","STATEN ISLAND","FRAUDULENT ACCOSTING",1
"271","2007","STATEN ISLAND","GAMBLING",1
"272","2007","STATEN ISLAND","GRAND LARCENY",1150
"273","2007","STATEN ISLAND","GRAND LARCENY OF MOTOR VEHICLE",518
"274","2007","STATEN ISLAND","HARRASSMENT 2",5052
"275","2007","STATEN ISLAND","INTOXICATED & IMPAIRED DRIVING",591
"276","2007","STATEN ISLAND","KIDNAPPING & RELATED OFFENSES",13
"277","2007","STATEN ISLAND","LOITERING/GAMBLING (CARDS, DIC",2
"278","2007","STATEN ISLAND","MISCELLANEOUS PENAL LAW",386
"279","2007","STATEN ISLAND","NEW YORK CITY HEALTH CODE",1
"280","2007","STATEN ISLAND","NYS LAWS-UNCLASSIFIED FELONY",18
"281","2007","STATEN ISLAND","OFF. AGNST PUB ORD SENSBLTY &",2139
"282","2007","STATEN ISLAND","OFFENSES AGAINST PUBLIC ADMINI",678
"283","2007","STATEN ISLAND","OFFENSES AGAINST PUBLIC SAFETY",3
"284","2007","STATEN ISLAND","OFFENSES AGAINST THE PERSON",43
"285","2007","STATEN ISLAND","OFFENSES INVOLVING FRAUD",27
"286","2007","STATEN ISLAND","OFFENSES RELATED TO CHILDREN",18
"287","2007","STATEN ISLAND","OTHER OFFENSES RELATED TO THEF",41
"288","2007","STATEN ISLAND","OTHER STATE LAWS",2
"289","2007","STATEN ISLAND","OTHER STATE LAWS (NON PENAL LA",4
"290","2007","STATEN ISLAND","PETIT LARCENY",3455
"291","2007","STATEN ISLAND","PETIT LARCENY OF MOTOR VEHICLE",10
"292","2007","STATEN ISLAND","POSSESSION OF STOLEN PROPERTY",83
"293","2007","STATEN ISLAND","RAPE",47
"294","2007","STATEN ISLAND","ROBBERY",461
"295","2007","STATEN ISLAND","SEX CRIMES",218
"296","2007","STATEN ISLAND","THEFT-FRAUD",338
"297","2007","STATEN ISLAND","UNAUTHORIZED USE OF A VEHICLE",120
"298","2007","STATEN ISLAND","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"299","2007","STATEN ISLAND","VEHICLE AND TRAFFIC LAWS",154
"300","2008","","",3
"301","2008","","ADMINISTRATIVE CODE",4
"302","2008","","ARSON",12
"303","2008","","ASSAULT 3 & RELATED OFFENSES",101
"304","2008","","BURGLARY",55
"305","2008","","CRIMINAL MISCHIEF & RELATED OF",141
"306","2008","","CRIMINAL TRESPASS",16
"307","2008","","DANGEROUS DRUGS",72
"308","2008","","DANGEROUS WEAPONS",35
"309","2008","","FELONY ASSAULT",54
"310","2008","","FORGERY",15
"311","2008","","FRAUDS",5
"312","2008","","FRAUDULENT ACCOSTING",1
"313","2008","","GRAND LARCENY",148
"314","2008","","GRAND LARCENY OF MOTOR VEHICLE",48
"315","2008","","HARRASSMENT 2",190
"316","2008","","INTOXICATED & IMPAIRED DRIVING",14
"317","2008","","MISCELLANEOUS PENAL LAW",43
"318","2008","","MURDER & NON-NEGL. MANSLAUGHTER",515
"319","2008","","OFF. AGNST PUB ORD SENSBLTY &",85
"320","2008","","OFFENSES AGAINST PUBLIC ADMINI",27
"321","2008","","OFFENSES AGAINST THE PERSON",1
"322","2008","","OFFENSES INVOLVING FRAUD",4
"323","2008","","OTHER OFFENSES RELATED TO THEF",4
"324","2008","","OTHER STATE LAWS (NON PENAL LA",3
"325","2008","","PETIT LARCENY",268
"326","2008","","POSSESSION OF STOLEN PROPERTY",9
"327","2008","","RAPE",1
"328","2008","","ROBBERY",70
"329","2008","","SEX CRIMES",18
"330","2008","","THEFT-FRAUD",29
"331","2008","","UNAUTHORIZED USE OF A VEHICLE",5
"332","2008","","VEHICLE AND TRAFFIC LAWS",15
"333","2008","BRONX","",334
"334","2008","BRONX","ADMINISTRATIVE CODE",192
"335","2008","BRONX","ALCOHOLIC BEVERAGE CONTROL LAW",38
"336","2008","BRONX","ANTICIPATORY OFFENSES",5
"337","2008","BRONX","ARSON",484
"338","2008","BRONX","ASSAULT 3 & RELATED OFFENSES",11729
"339","2008","BRONX","BURGLAR'S TOOLS",16
"340","2008","BRONX","BURGLARY",3552
"341","2008","BRONX","CHILD ABANDONMENT/NON SUPPORT",11
"342","2008","BRONX","CRIMINAL MISCHIEF & RELATED OF",11101
"343","2008","BRONX","CRIMINAL TRESPASS",3301
"344","2008","BRONX","DANGEROUS DRUGS",15774
"345","2008","BRONX","DANGEROUS WEAPONS",3777
"346","2008","BRONX","DISORDERLY CONDUCT",17
"347","2008","BRONX","ENDAN WELFARE INCOMP",2
"348","2008","BRONX","ESCAPE 3",9
"349","2008","BRONX","FELONY ASSAULT",4091
"350","2008","BRONX","FORGERY",761
"351","2008","BRONX","FRAUDS",454
"352","2008","BRONX","FRAUDULENT ACCOSTING",17
"353","2008","BRONX","GAMBLING",47
"354","2008","BRONX","GRAND LARCENY",5212
"355","2008","BRONX","GRAND LARCENY OF MOTOR VEHICLE",2923
"356","2008","BRONX","HARRASSMENT 2",12810
"357","2008","BRONX","HOMICIDE-NEGLIGENT-VEHICLE",2
"358","2008","BRONX","INTOXICATED & IMPAIRED DRIVING",1424
"359","2008","BRONX","JOSTLING",1
"360","2008","BRONX","KIDNAPPING & RELATED OFFENSES",86
"361","2008","BRONX","LOITERING FOR DRUG PURPOSES",6
"362","2008","BRONX","LOITERING/DEVIATE SEX",1
"363","2008","BRONX","MISCELLANEOUS PENAL LAW",2005
"364","2008","BRONX","NYS LAWS-UNCLASSIFIED FELONY",113
"365","2008","BRONX","OFF. AGNST PUB ORD SENSBLTY &",6747
"366","2008","BRONX","OFFENSES AGAINST PUBLIC ADMINI",3004
"367","2008","BRONX","OFFENSES AGAINST PUBLIC SAFETY",14
"368","2008","BRONX","OFFENSES AGAINST THE PERSON",318
"369","2008","BRONX","OFFENSES INVOLVING FRAUD",227
"370","2008","BRONX","OFFENSES RELATED TO CHILDREN",6
"371","2008","BRONX","OTHER OFFENSES RELATED TO THEF",136
"372","2008","BRONX","OTHER STATE LAWS",2
"373","2008","BRONX","OTHER STATE LAWS (NON PENAL LA",273
"374","2008","BRONX","PETIT LARCENY",13324
"375","2008","BRONX","PETIT LARCENY OF MOTOR VEHICLE",27
"376","2008","BRONX","POSSESSION OF STOLEN PROPERTY",657
"377","2008","BRONX","PROSTITUTION & RELATED OFFENSES",28
"378","2008","BRONX","RAPE",273
"379","2008","BRONX","ROBBERY",4836
"380","2008","BRONX","SEX CRIMES",885
"381","2008","BRONX","THEFT-FRAUD",1273
"382","2008","BRONX","THEFT OF SERVICES",17
"383","2008","BRONX","UNAUTHORIZED USE OF A VEHICLE",206
"384","2008","BRONX","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"385","2008","BRONX","VEHICLE AND TRAFFIC LAWS",1304
"386","2008","BROOKLYN","",341
"387","2008","BROOKLYN","ADMINISTRATIVE CODE",405
"388","2008","BROOKLYN","ADMINISTRATIVE CODES",1
"389","2008","BROOKLYN","ALCOHOLIC BEVERAGE CONTROL LAW",6
"390","2008","BROOKLYN","ANTICIPATORY OFFENSES",2
"391","2008","BROOKLYN","ARSON",652
"392","2008","BROOKLYN","ASSAULT 3 & RELATED OFFENSES",16205
"393","2008","BROOKLYN","BURGLAR'S TOOLS",65
"394","2008","BROOKLYN","BURGLARY",7002
"395","2008","BROOKLYN","CHILD ABANDONMENT/NON SUPPORT",13
"396","2008","BROOKLYN","CRIMINAL MISCHIEF & RELATED OF",17645
"397","2008","BROOKLYN","CRIMINAL TRESPASS",1063
"398","2008","BROOKLYN","DANGEROUS DRUGS",11261
"399","2008","BROOKLYN","DANGEROUS WEAPONS",3613
"400","2008","BROOKLYN","DISORDERLY CONDUCT",21
"401","2008","BROOKLYN","ENDAN WELFARE INCOMP",3
"402","2008","BROOKLYN","ESCAPE 3",5
"403","2008","BROOKLYN","FELONY ASSAULT",5541
"404","2008","BROOKLYN","FORGERY",1308
"405","2008","BROOKLYN","FRAUDS",808
"406","2008","BROOKLYN","FRAUDULENT ACCOSTING",13
"407","2008","BROOKLYN","GAMBLING",54
"408","2008","BROOKLYN","GRAND LARCENY",11171
"409","2008","BROOKLYN","GRAND LARCENY OF MOTOR VEHICLE",3888
"410","2008","BROOKLYN","HARRASSMENT 2",17838
"411","2008","BROOKLYN","HOMICIDE-NEGLIGENT-VEHICLE",3
"412","2008","BROOKLYN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"413","2008","BROOKLYN","INTOXICATED & IMPAIRED DRIVING",2482
"414","2008","BROOKLYN","INTOXICATED/IMPAIRED DRIVING",1
"415","2008","BROOKLYN","JOSTLING",3
"416","2008","BROOKLYN","KIDNAPPING & RELATED OFFENSES",96
"417","2008","BROOKLYN","LOITERING",2
"418","2008","BROOKLYN","LOITERING/GAMBLING (CARDS, DIC",10
"419","2008","BROOKLYN","MISCELLANEOUS PENAL LAW",4180
"420","2008","BROOKLYN","NEW YORK CITY HEALTH CODE",4
"421","2008","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",99
"422","2008","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",9148
"423","2008","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2472
"424","2008","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",12
"425","2008","BROOKLYN","OFFENSES AGAINST THE PERSON",329
"426","2008","BROOKLYN","OFFENSES INVOLVING FRAUD",157
"427","2008","BROOKLYN","OFFENSES RELATED TO CHILDREN",8
"428","2008","BROOKLYN","OTHER OFFENSES RELATED TO THEF",190
"429","2008","BROOKLYN","OTHER STATE LAWS",5
"430","2008","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",54
"431","2008","BROOKLYN","PETIT LARCENY",22757
"432","2008","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",28
"433","2008","BROOKLYN","POSSESSION OF STOLEN PROPERTY",762
"434","2008","BROOKLYN","PROSTITUTION & RELATED OFFENSES",13
"435","2008","BROOKLYN","RAPE",358
"436","2008","BROOKLYN","ROBBERY",7899
"437","2008","BROOKLYN","SEX CRIMES",1842
"438","2008","BROOKLYN","THEFT-FRAUD",1821
"439","2008","BROOKLYN","THEFT OF SERVICES",1
"440","2008","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",329
"441","2008","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1340
"442","2008","MANHATTAN","",599
"443","2008","MANHATTAN","ADMINISTRATIVE CODE",177
"444","2008","MANHATTAN","ADMINISTRATIVE CODES",1
"445","2008","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",4
"446","2008","MANHATTAN","ANTICIPATORY OFFENSES",3
"447","2008","MANHATTAN","ARSON",237
"448","2008","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",9807
"449","2008","MANHATTAN","BURGLAR'S TOOLS",46
"450","2008","MANHATTAN","BURGLARY",4100
"451","2008","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",3
"452","2008","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",10015
"453","2008","MANHATTAN","CRIMINAL TRESPASS",2691
"454","2008","MANHATTAN","DANGEROUS DRUGS",8003
"455","2008","MANHATTAN","DANGEROUS WEAPONS",2874
"456","2008","MANHATTAN","DISORDERLY CONDUCT",29
"457","2008","MANHATTAN","ENDAN WELFARE INCOMP",1
"458","2008","MANHATTAN","ESCAPE 3",6
"459","2008","MANHATTAN","FELONY ASSAULT",3146
"460","2008","MANHATTAN","FORGERY",1781
"461","2008","MANHATTAN","FRAUDS",979
"462","2008","MANHATTAN","FRAUDULENT ACCOSTING",253
"463","2008","MANHATTAN","GAMBLING",87
"464","2008","MANHATTAN","GRAND LARCENY",17677
"465","2008","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",1328
