"year","desc","count"
"2015","UNAUTHORIZED USE OF A VEHICLE",1653
"2015","UNDER THE INFLUENCE OF DRUGS",1
"2015","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"2015","VEHICLE AND TRAFFIC LAWS",6282
"2016","",49
"2016","ADMINISTRATIVE CODE",1008
"2016","ADMINISTRATIVE CODES",1
"2016","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",141
"2016","ALCOHOLIC BEVERAGE CONTROL LAW",96
"2016","ANTICIPATORY OFFENSES",2
"2016","ARSON",772
"2016","ASSAULT 3 & RELATED OFFENSES",52373
"2016","BURGLAR'S TOOLS",263
"2016","BURGLARY",13025
"2016","CHILD ABANDONMENT/NON SUPPORT",21
"2016","CRIMINAL MISCHIEF & RELATED OF",48739
"2016","CRIMINAL TRESPASS",3923
"2016","DANGEROUS DRUGS",22671
"2016","DANGEROUS WEAPONS",10468
"2016","DISORDERLY CONDUCT",72
"2016","DISRUPTION OF A RELIGIOUS SERV",2
"2016","ENDAN WELFARE INCOMP",31
"2016","ESCAPE 3",8
"2016","FELONY ASSAULT",20872
"2016","FORGERY",6233
"2016","FRAUDS",3274
"2016","FRAUDULENT ACCOSTING",215
"2016","GAMBLING",267
"2016","GRAND LARCENY",44515
"2016","GRAND LARCENY OF MOTOR VEHICLE",6324
"2016","HARRASSMENT 2",65953
"2016","HOMICIDE-NEGLIGENT-VEHICLE",1
"2016","HOMICIDE-NEGLIGENT,UNCLASSIFIE",8
"2016","INTOXICATED & IMPAIRED DRIVING",5957
"2016","INTOXICATED/IMPAIRED DRIVING",1
"2016","JOSTLING",41
"2016","KIDNAPPING",7
"2016","KIDNAPPING & RELATED OFFENSES",134
"2016","LOITERING",1
"2016","LOITERING/GAMBLING (CARDS, DIC",10
"2016","MISCELLANEOUS PENAL LAW",13869
"2016","MURDER & NON-NEGL. MANSLAUGHTER",329
"2016","NEW YORK CITY HEALTH CODE",4
"2016","NYS LAWS-UNCLASSIFIED FELONY",582
"2016","NYS LAWS-UNCLASSIFIED VIOLATION",14
"2016","OFF. AGNST PUB ORD SENSBLTY &",22749
"2016","OFFENSES AGAINST PUBLIC ADMINI",8890
"2016","OFFENSES AGAINST PUBLIC SAFETY",56
"2016","OFFENSES AGAINST THE PERSON",1240
"2016","OFFENSES INVOLVING FRAUD",1233
"2016","OFFENSES RELATED TO CHILDREN",107
"2016","OTHER OFFENSES RELATED TO THEF",1720
"2016","OTHER STATE LAWS",19
"2016","OTHER STATE LAWS (NON PENAL LA",234
"2016","OTHER STATE LAWS (NON PENAL LAW)",5
"2016","PETIT LARCENY",81253
"2016","PETIT LARCENY OF MOTOR VEHICLE",39
"2016","POSSESSION OF STOLEN PROPERTY",1677
"2016","PROSTITUTION & RELATED OFFENSES",129
"2016","RAPE",1377
"2016","ROBBERY",15517
"2016","SEX CRIMES",6073
"2016","THEFT-FRAUD",4486
"2016","THEFT OF SERVICES",502
"2016","UNAUTHORIZED USE OF A VEHICLE",1799
"2016","UNLAWFUL POSS. WEAP. ON SCHOOL",3
"2016","VEHICLE AND TRAFFIC LAWS",6579
"2017","",24
"2017","ABORTION",1
"2017","ADMINISTRATIVE CODE",887
"2017","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",121
"2017","ALCOHOLIC BEVERAGE CONTROL LAW",148
"2017","ANTICIPATORY OFFENSES",5
"2017","ARSON",702
"2017","ASSAULT 3 & RELATED OFFENSES",51483
"2017","BURGLAR'S TOOLS",259
"2017","BURGLARY",12118
"2017","CHILD ABANDONMENT/NON SUPPORT",18
"2017","CRIMINAL MISCHIEF & RELATED OF",49305
"2017","CRIMINAL TRESPASS",3601
"2017","DANGEROUS DRUGS",21828
"2017","DANGEROUS WEAPONS",8673
"2017","DISORDERLY CONDUCT",29
"2017","DISRUPTION OF A RELIGIOUS SERV",1
"2017","ENDAN WELFARE INCOMP",28
"2017","ESCAPE 3",10
"2017","FELONY ASSAULT",20123
"2017","FORGERY",5315
"2017","FRAUDS",2742
"2017","FRAUDULENT ACCOSTING",189
"2017","GAMBLING",245
"2017","GRAND LARCENY",43043
"2017","GRAND LARCENY OF MOTOR VEHICLE",5669
"2017","HARRASSMENT 2",66435
"2017","HOMICIDE-NEGLIGENT-VEHICLE",4
"2017","HOMICIDE-NEGLIGENT,UNCLASSIFIE",16
"2017","INTOXICATED & IMPAIRED DRIVING",5652
"2017","INTOXICATED/IMPAIRED DRIVING",3
"2017","JOSTLING",31
"2017","KIDNAPPING",13
"2017","KIDNAPPING & RELATED OFFENSES",132
"2017","LOITERING",2
"2017","LOITERING/GAMBLING (CARDS, DIC",17
"2017","MISCELLANEOUS PENAL LAW",13257
"2017","MURDER & NON-NEGL. MANSLAUGHTER",275
"2017","NEW YORK CITY HEALTH CODE",6
"2017","NYS LAWS-UNCLASSIFIED FELONY",653
"2017","NYS LAWS-UNCLASSIFIED VIOLATION",6
"2017","OFF. AGNST PUB ORD SENSBLTY &",21758
"2017","OFFENSES AGAINST PUBLIC ADMINI",8012
"2017","OFFENSES AGAINST PUBLIC SAFETY",47
"2017","OFFENSES AGAINST THE PERSON",1340
"2017","OFFENSES INVOLVING FRAUD",1159
"2017","OFFENSES RELATED TO CHILDREN",61
"2017","OTHER OFFENSES RELATED TO THEF",1506
"2017","OTHER STATE LAWS",13
"2017","OTHER STATE LAWS (NON PENAL LA",322
"2017","OTHER STATE LAWS (NON PENAL LAW)",1
"2017","PETIT LARCENY",83545
"2017","PETIT LARCENY OF MOTOR VEHICLE",54
"2017","POSSESSION OF STOLEN PROPERTY",1966
"2017","PROSTITUTION & RELATED OFFENSES",60
"2017","RAPE",1387
"2017","ROBBERY",13989
"2017","SEX CRIMES",6412
"2017","THEFT-FRAUD",4270
"2017","THEFT OF SERVICES",322
"2017","UNAUTHORIZED USE OF A VEHICLE",1661
"2017","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"2017","VEHICLE AND TRAFFIC LAWS",6450
"2018","",10
"2018","ABORTION",1
"2018","ADMINISTRATIVE CODE",1018
"2018","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",141
"2018","ALCOHOLIC BEVERAGE CONTROL LAW",101
"2018","ANTICIPATORY OFFENSES",6
"2018","ARSON",725
"2018","ASSAULT 3 & RELATED OFFENSES",53150
"2018","BURGLAR'S TOOLS",324
"2018","BURGLARY",11678
"2018","CHILD ABANDONMENT/NON SUPPORT",21
"2018","CRIMINAL MISCHIEF & RELATED OF",47127
"2018","CRIMINAL TRESPASS",3273
"2018","DANGEROUS DRUGS",15214
"2018","DANGEROUS WEAPONS",7893
"2018","DISORDERLY CONDUCT",45
"2018","DISRUPTION OF A RELIGIOUS SERV",1
"2018","ENDAN WELFARE INCOMP",23
"2018","ESCAPE 3",8
"2018","FELONY ASSAULT",20226
"2018","FORGERY",5125
"2018","FRAUDS",2540
"2018","FRAUDULENT ACCOSTING",198
"2018","GAMBLING",151
"2018","GRAND LARCENY",42981
"2018","GRAND LARCENY OF MOTOR VEHICLE",5405
"2018","HARRASSMENT 2",70098
"2018","HOMICIDE-NEGLIGENT-VEHICLE",1
"2018","HOMICIDE-NEGLIGENT,UNCLASSIFIE",13
"2018","INTOXICATED & IMPAIRED DRIVING",4980
"2018","INTOXICATED/IMPAIRED DRIVING",6
"2018","JOSTLING",40
"2018","KIDNAPPING",8
"2018","KIDNAPPING & RELATED OFFENSES",118
"2018","LOITERING/GAMBLING (CARDS, DIC",4
"2018","MISCELLANEOUS PENAL LAW",13220
"2018","MURDER & NON-NEGL. MANSLAUGHTER",297
"2018","NEW YORK CITY HEALTH CODE",3
"2018","NYS LAWS-UNCLASSIFIED FELONY",663
"2018","NYS LAWS-UNCLASSIFIED VIOLATION",18
"2018","OFF. AGNST PUB ORD SENSBLTY &",20496
"2018","OFFENSES AGAINST PUBLIC ADMINI",7552
"2018","OFFENSES AGAINST PUBLIC SAFETY",41
"2018","OFFENSES AGAINST THE PERSON",1161
"2018","OFFENSES INVOLVING FRAUD",1156
"2018","OFFENSES RELATED TO CHILDREN",96
"2018","OTHER OFFENSES RELATED TO THEF",1363
"2018","OTHER STATE LAWS",11
"2018","OTHER STATE LAWS (NON PENAL LA",301
"2018","PETIT LARCENY",86229
"2018","PETIT LARCENY OF MOTOR VEHICLE",83
"2018","POSSESSION OF STOLEN PROPERTY",1764
"2018","PROSTITUTION & RELATED OFFENSES",85
"2018","RAPE",1471
"2018","ROBBERY",12916
"2018","SEX CRIMES",6723
"2018","THEFT-FRAUD",3881
"2018","THEFT OF SERVICES",388
"2018","UNAUTHORIZED USE OF A VEHICLE",1615
"2018","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"2018","VEHICLE AND TRAFFIC LAWS",6723
"2019","",6
"2019","ADMINISTRATIVE CODE",783
"2019","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",95
"2019","ALCOHOLIC BEVERAGE CONTROL LAW",100
"2019","ANTICIPATORY OFFENSES",5
"2019","ARSON",479
"2019","ASSAULT 3 & RELATED OFFENSES",40038
"2019","BURGLAR'S TOOLS",243
"2019","BURGLARY",7640
"2019","CHILD ABANDONMENT/NON SUPPORT",8
"2019","CRIMINAL MISCHIEF & RELATED OF",34751
"2019","CRIMINAL TRESPASS",2328
"2019","DANGEROUS DRUGS",10250
"2019","DANGEROUS WEAPONS",5104
"2019","DISORDERLY CONDUCT",28
"2019","ENDAN WELFARE INCOMP",16
"2019","ESCAPE 3",8
"2019","FELONY ASSAULT",15472
"2019","FELONY SEX CRIMES",4
"2019","FORGERY",3698
"2019","FRAUDS",1449
"2019","FRAUDULENT ACCOSTING",122
"2019","GAMBLING",247
"2019","GRAND LARCENY",29531
"2019","GRAND LARCENY OF MOTOR VEHICLE",3890
"2019","HARRASSMENT 2",53010
"2019","HOMICIDE-NEGLIGENT-VEHICLE",3
"2019","HOMICIDE-NEGLIGENT,UNCLASSIFIE",5
"2019","INTOXICATED & IMPAIRED DRIVING",3402
"2019","INTOXICATED/IMPAIRED DRIVING",3
"2019","JOSTLING",22
"2019","KIDNAPPING",9
"2019","KIDNAPPING & RELATED OFFENSES",87
"2019","KIDNAPPING AND RELATED OFFENSES",1
"2019","LOITERING/GAMBLING (CARDS, DIC",7
"2019","MISCELLANEOUS PENAL LAW",10651
"2019","MURDER & NON-NEGL. MANSLAUGHTER",214
"2019","NYS LAWS-UNCLASSIFIED FELONY",449
"2019","NYS LAWS-UNCLASSIFIED VIOLATION",10
"2019","OFF. AGNST PUB ORD SENSBLTY &",14524
"2019","OFFENSES AGAINST MARRIAGE UNCL",1
"2019","OFFENSES AGAINST PUBLIC ADMINI",5787
"2019","OFFENSES AGAINST PUBLIC SAFETY",45
"2019","OFFENSES AGAINST THE PERSON",1001
"2019","OFFENSES INVOLVING FRAUD",785
"2019","OFFENSES RELATED TO CHILDREN",47
"2019","OTHER OFFENSES RELATED TO THEF",978
"2019","OTHER STATE LAWS",8
"2019","OTHER STATE LAWS (NON PENAL LA",194
"2019","OTHER STATE LAWS (NON PENAL LAW)",1
"2019","OTHER TRAFFIC INFRACTION",1
"2019","PETIT LARCENY",64412
"2019","PETIT LARCENY OF MOTOR VEHICLE",68
"2019","POSSESSION OF STOLEN PROPERTY",1115
"2019","PROSTITUTION & RELATED OFFENSES",47
"2019","RAPE",1009
"2019","ROBBERY",9534
"2019","SEX CRIMES",4758
"2019","THEFT-FRAUD",2363
"2019","THEFT OF SERVICES",243
"2019","UNAUTHORIZED USE OF A VEHICLE",1119
"2019","UNLAWFUL POSS. WEAP. ON SCHOOL",3
"2019","VEHICLE AND TRAFFIC LAWS",4972
NA,NA,655
"2006","all",529076
"2007","all",535385
"2008","all",528841
"2009","all",511095
"2010","all",510143
"2011","all",498649
"2012","all",504735
"2013","all",495813
"2014","all",491984
"2015","all",478545
"2016","all",477963
"2017","all",467406
"2018","all",460911
"2019","all",337183
NA,"all",655
